	COND	CONDIRR	DN	DNN	IMP	IN	IRR	MODAL	QUEST	RESTR	all_occ	all_other	lemma	nonver	pos
379	0	0	67	2	0	0	0	11	11	0	347	347	слишком	91	ADV
380	9	0	46	0	0	0	0	4	4	2	368	368	приходиться	65	VERB
381	1	1	30	0	2	0	0	16	3	0	117	117	обойтись	53	VERB
382	2	0	5	0	0	0	0	2	0	3	82	82	везти	12	VERB
383	0	0	1	0	0	0	0	0	0	0	152	152	дед	1	NOUN
384	0	0	0	0	0	0	0	3	1	0	69	69	оттуда	4	ADV
385	0	0	27	1	2	0	0	31	19	4	314	314	ждать	84	VERB
386	2	2	5	0	0	0	0	0	0	0	135	135	доступный	9	ADJ
387	0	0	1	0	2	0	0	24	21	12	886	886	потом	60	ADV
388	0	32	0	0	0	0	0	0	0	0	267	267	будто	32	PART
389	0	0	1	0	0	0	0	0	0	0	9	9	филолог	1	NOUN
390	0	0	2	0	0	0	0	0	0	0	14	14	гуманитарий	2	NOUN
391	0	0	2	0	0	0	0	2	7	0	89	89	дома	11	ADV
392	0	0	7	0	0	0	0	0	0	0	48	48	объявлять	7	VERB
393	0	0	1	0	0	0	0	0	0	0	29	29	выяснять	1	VERB
394	0	0	3	0	0	0	0	0	0	0	35	35	скучный	3	ADJ
395	0	0	5	0	4	0	0	52	24	0	843	843	оно	85	PRON
396	7	7	27	0	0	0	0	5	8	1	249	249	требоваться	55	VERB
397	2	0	1	0	0	0	0	0	0	0	391	391	семья	3	NOUN
398	0	0	1	0	0	0	0	0	0	0	3	3	елизаветинский	1	ADJ
399	30	4	26	2	7	0	0	51	24	7	657	657	смотреть	151	VERB
400	0	0	0	0	0	0	0	0	1	0	3	3	сухо	1	ADV
401	0	0	2	0	0	0	0	2	4	0	146	146	однажды	8	ADV
402	0	0	0	0	0	0	0	0	1	0	3	3	потесниться	1	VERB
403	0	4	47	0	0	0	0	8	11	4	270	270	любить	74	VERB
404	0	0	1	0	0	0	0	2	0	0	16	16	запоминать	3	VERB
405	6	0	55	0	0	0	0	0	0	0	449	449	способный	61	ADJ
406	6	0	44	0	0	0	0	9	8	2	252	252	получаться	69	VERB
407	0	0	1	0	0	0	0	0	0	0	5	5	надоедать	1	VERB
408	0	0	2	0	0	0	0	0	0	0	80	80	лева	2	PROPN
409	0	0	4	0	0	0	0	9	4	4	104	104	почувствовать	21	VERB
410	0	0	1	0	0	0	0	0	0	0	68	68	ресторан	1	NOUN
411	0	0	7	0	0	0	0	0	0	0	387	387	старый	7	ADJ
412	0	0	5	0	0	0	0	0	3	2	13	13	здороваться	10	VERB
413	0	0	1	0	0	0	0	0	0	0	46	46	охотно	1	ADV
414	0	0	0	0	0	0	0	1	0	0	1	1	сличать	1	VERB
415	0	0	8	2	0	0	0	5	12	0	67	67	удивляться	27	VERB
416	2	2	24	0	0	0	0	0	0	0	4653	4653	человек	28	NOUN
417	0	0	1	0	0	0	0	0	0	0	14	14	противоположность	1	NOUN
418	0	0	0	0	0	0	0	5	2	0	49	49	игнорировать	7	VERB
419	0	0	1	0	0	0	0	0	0	0	69	69	формальный	1	ADJ
420	0	0	1	0	0	0	0	0	0	0	37	37	сходство	1	NOUN
421	1	0	0	0	0	0	0	0	0	2	7	7	проделывать	3	VERB
422	1	0	0	0	0	0	0	0	0	2	26	26	ловить	3	VERB
423	1	0	0	0	0	0	0	1	0	0	3	3	забежать	2	VERB
424	0	0	0	0	0	0	0	1	0	0	7	7	приближать	1	VERB
425	0	1	6	0	0	0	0	9	0	0	266	266	рассказывать	16	VERB
426	0	0	0	0	0	0	0	10	6	0	53	53	отдельно	16	ADV
427	4	3	10	0	0	0	0	6	2	2	111	111	встать	27	VERB
428	0	0	5	0	0	0	0	0	0	0	43	43	худший	5	ADJ
429	0	0	0	0	0	0	0	15	0	0	87	87	столкнуться	15	VERB
430	0	0	2	0	1	0	0	19	8	0	98	98	сыграть	30	VERB
431	0	0	2	0	0	0	0	5	0	0	21	21	исполнить	7	VERB
432	0	0	31	0	0	0	0	7	8	0	105	105	нравиться	46	VERB
433	0	0	1	0	0	0	0	0	0	0	313	313	доля	1	NOUN
434	0	2	5	0	0	0	0	14	4	0	97	97	встретить	25	VERB
435	0	1	0	0	0	0	0	0	0	0	13	13	жалкий	1	ADJ
436	2	2	4	0	2	0	0	0	2	0	58	58	смеяться	12	VERB
437	2	0	17	0	0	0	0	0	2	0	47	47	успевать	21	VERB
438	0	0	1	0	0	0	0	0	0	0	1	1	подметка	1	NOUN
439	1	0	5	0	0	0	0	4	0	0	44	44	прятаться	10	VERB
440	0	0	3	0	0	0	0	2	2	0	7	7	рассосаться	7	VERB
441	2	2	4	0	0	0	0	6	4	0	54	54	вынести	18	VERB
442	0	2	1	0	0	0	0	0	2	0	13	13	выстоять	5	VERB
443	0	0	8	0	0	0	0	0	0	0	9	9	видать	8	VERB
444	0	0	10	0	0	0	0	0	0	0	161	161	знакомый	10	ADJ
445	0	0	4	0	0	0	0	3	0	0	18	18	уловить	7	VERB
446	1	0	0	0	0	0	0	1	0	0	7	7	пристально	2	ADV
447	0	0	1	0	0	0	0	0	1	0	11	11	отличиться	2	VERB
448	0	0	0	0	0	0	0	0	1	0	9	9	постоять	1	VERB
449	0	0	11	0	0	0	0	5	2	0	315	315	чуть	18	ADV
450	0	0	2	0	0	0	0	6	3	0	72	72	сесть	11	VERB
451	0	0	0	0	0	0	0	0	1	0	3	3	укатить	1	VERB
452	1	2	31	0	0	0	0	14	9	6	202	202	оставить	63	VERB
453	0	0	0	0	0	0	0	11	69	0	388	388	куда	80	ADV
454	0	0	0	0	0	0	0	4	1	0	32	32	пролететь	5	VERB
455	0	0	3	0	0	0	0	3	4	0	29	29	впадать	10	VERB
456	0	0	1	0	0	0	0	0	0	0	3	3	смешно	1	ADV
457	0	0	1	0	0	0	0	0	0	0	4	4	опасно	1	ADV
458	0	0	8	0	0	0	0	7	5	8	70	70	переносить	28	VERB
459	0	0	0	0	0	0	0	1	0	0	1	1	одеться	1	VERB
460	2	0	10	0	0	0	0	20	8	0	533	533	правда	40	ADV
461	4	2	28	0	0	0	2	34	2	2	301	301	наблюдать	74	VERB
462	0	86	2	1	0	0	0	5	2	0	216	216	вроде	96	ADV
463	0	0	1	0	0	0	0	0	0	0	1	1	просвещать	1	VERB
464	0	0	1	0	0	0	0	2	0	0	9	9	посвящать	3	VERB
465	2	0	1	0	0	0	2	4	4	2	69	69	хранить	15	VERB
466	0	0	1	0	0	0	0	0	0	0	7	7	зашевелиться	1	VERB
467	0	0	1	0	0	0	0	0	0	0	1	1	передвинуться	1	VERB
468	0	0	1	0	0	0	0	6	2	0	40	40	сменить	9	VERB
469	0	0	1	0	0	0	0	0	0	0	1	1	перемыть	1	VERB
470	0	0	0	0	0	0	0	1	0	0	3	3	распахивать	1	VERB
471	0	0	3	0	0	0	0	1	0	0	28	28	схватить	4	VERB
472	2	0	10	0	2	0	0	14	0	2	66	66	поймать	30	VERB
473	0	0	1	0	0	0	0	0	0	0	8	8	болтать	1	VERB
474	4	4	5	0	0	0	0	8	0	2	68	68	проявить	23	VERB
475	4	0	8	0	0	0	0	0	1	0	19	19	возражать	13	VERB
476	2	0	7	0	0	0	0	4	0	0	67	67	выражать	13	VERB
477	1	1	13	0	1	0	0	8	0	0	44	44	отразиться	24	VERB
478	0	0	1	0	1	0	0	6	36	0	348	348	вдруг	44	ADV
479	0	0	6	0	0	0	0	3	4	2	37	37	выносить	15	VERB
480	0	0	1	0	0	0	0	0	0	0	101	101	фотография	1	NOUN
481	0	0	1	0	0	0	0	0	0	0	25	25	скрытый	1	ADJ
482	0	0	1	0	0	0	0	0	0	0	22	22	подавить	1	VERB
483	0	0	1	0	0	0	0	0	0	0	6	6	исказить	1	VERB
484	0	2	1	0	0	0	0	0	0	0	448	448	способ	3	NOUN
485	2	0	2	0	1	0	2	10	9	5	162	162	держать	31	VERB
486	0	0	2	0	1	0	0	2	0	0	11	11	цепляться	5	VERB
487	0	0	0	0	1	0	0	0	0	0	1	1	нахамить	1	VERB
488	0	0	2	0	1	0	0	8	3	0	25	25	отличить	14	VERB
489	0	0	1	0	0	0	0	0	0	0	14	14	галстук	1	NOUN
490	0	0	1	0	0	0	0	0	0	0	1	1	отмыться	1	VERB
491	21	0	12	0	1	0	0	9	4	1	66	66	учесть	48	VERB
492	0	0	4	0	0	0	0	0	0	0	1424	1424	слово	4	NOUN
493	0	0	3	0	0	0	0	0	1	0	8	8	утихать	4	VERB
494	0	0	0	0	0	0	0	2	1	2	81	81	создаваться	5	VERB
495	0	0	6	0	0	0	0	0	1	0	135	135	намного	7	ADV
496	0	0	0	0	0	0	0	3	1	0	26	26	опередить	4	VERB
497	0	0	9	0	0	0	0	11	5	4	92	92	летать	29	VERB
498	0	0	3	0	0	0	0	8	0	0	63	63	повторить	11	VERB
499	3	4	47	0	0	0	0	14	7	6	294	294	вызывать	81	VERB
500	0	0	0	0	0	0	0	1	0	0	21	21	стартовать	1	VERB
501	0	0	0	0	0	0	0	1	0	0	1	1	катапультироваться	1	VERB
502	0	0	2	0	0	0	0	1	0	1	31	31	развертываться	4	VERB
503	0	2	3	0	0	0	0	0	0	0	221	221	эффективный	5	ADJ
504	0	0	7	0	1	0	0	3	4	4	134	134	нести	19	VERB
505	0	0	10	0	0	0	0	5	4	0	69	69	угрожать	19	VERB
506	0	0	2	0	0	0	0	2	9	2	142	142	заключаться	15	VERB
507	2	0	4	0	0	0	0	1	0	0	35	35	красть	7	VERB
508	9	2	25	0	0	0	0	46	8	4	353	353	пользоваться	94	VERB
509	0	0	1	0	0	0	0	2	6	0	39	39	копировать	9	VERB
510	0	0	5	0	0	0	0	9	4	0	62	62	рисковать	18	VERB
511	18	12	45	0	4	0	0	43	23	3	571	571	пойти	148	VERB
512	0	0	2	0	0	0	0	0	0	0	6	6	блистать	2	VERB
513	0	0	0	0	0	0	0	1	0	1	5	5	подивиться	2	VERB
514	9	4	39	0	2	0	0	48	17	12	564	564	получать	131	VERB
515	2	2	16	0	0	0	0	0	0	0	66	66	найтись	20	VERB
516	2	6	49	2	2	0	0	49	12	2	342	342	платить	124	VERB
517	44	4	88	2	4	0	0	81	40	10	906	906	брать	273	VERB
518	14	2	37	0	2	0	0	29	19	5	644	644	оставаться	108	VERB
519	0	0	11	0	0	0	0	0	2	0	50	50	располагать	13	VERB
520	2	0	0	0	0	0	0	4	3	1	115	115	выясниться	10	VERB
521	0	0	2	0	0	0	0	3	0	0	85	85	ежегодно	5	ADV
522	4	0	4	0	0	0	0	7	4	2	120	120	собирать	21	VERB
523	2	0	10	0	2	0	0	33	4	2	292	292	определить	53	VERB
524	0	0	1	0	0	0	0	0	0	0	3	3	чопорный	1	ADJ
525	0	0	0	0	0	0	0	33	0	0	183	183	никак	33	ADV
526	0	0	0	0	0	0	0	1	0	0	3	3	высвободиться	1	VERB
527	0	0	0	0	0	0	0	0	2	3	72	72	поразить	5	VERB
528	0	0	12	0	0	0	0	2	0	0	41	41	удивить	14	VERB
529	4	1	2	0	0	0	0	13	8	2	243	243	занимать	30	VERB
530	0	0	1	0	0	0	0	0	0	0	20	20	юбилейный	1	ADJ
531	0	0	0	0	0	0	0	5	4	0	7	7	уберечься	9	VERB
532	0	0	2	0	0	0	0	2	0	0	10	10	развалиться	4	VERB
533	23	0	86	0	0	0	0	16	13	6	228	228	верить	144	VERB
534	3	1	6	0	2	0	0	21	4	0	90	90	продать	37	VERB
535	0	0	0	0	0	0	0	2	0	0	8	8	поискать	2	VERB
536	0	0	3	0	0	0	0	0	0	0	89	89	бедный	3	ADJ
537	0	0	1	0	0	0	0	0	0	0	96	96	родной	1	ADJ
538	0	0	7	0	0	0	0	2	0	0	27	27	курить	9	VERB
539	0	0	0	0	0	0	0	1	0	0	1	1	промечтать	1	VERB
540	4	0	3	0	0	0	0	11	4	8	297	297	выступать	30	VERB
541	1	0	12	0	0	0	0	3	0	0	31	31	решаться	16	VERB
542	18	6	44	0	2	0	0	57	14	18	772	772	принять	159	VERB
543	2	0	0	0	0	0	0	1	0	0	9	9	вкратце	3	ADV
544	0	0	0	0	0	0	0	0	1	0	3	3	помножить	1	VERB
545	0	0	0	0	0	0	0	8	7	0	82	82	что-нибудь	15	PRON
546	0	0	3	0	0	0	0	12	18	0	30	30	измерить	33	VERB
547	0	0	0	0	0	0	0	0	0	4	29	29	жаль	4	ADV
548	0	0	3	0	2	0	0	2	0	0	38	38	шутить	7	VERB
549	2	6	29	0	1	0	0	40	15	2	214	214	узнать	95	VERB
550	10	0	22	0	7	0	0	34	32	11	695	695	происходить	116	VERB
551	0	0	0	0	0	0	0	0	0	1	5	5	выписать	1	VERB
552	0	0	1	0	0	0	0	0	0	0	423	423	руководитель	1	NOUN
553	0	2	10	0	2	0	0	5	2	2	249	249	просить	23	VERB
554	8	14	25	0	2	0	0	73	6	10	387	387	позволить	138	VERB
555	0	0	0	0	0	0	0	0	1	0	13	13	возмутить	1	VERB
556	0	0	10	0	0	0	0	0	0	0	66	66	карман	10	NOUN
557	13	5	40	0	0	0	0	66	21	12	665	665	решить	157	VERB
558	0	0	9	0	0	0	2	4	0	2	60	60	достаться	17	VERB
559	2	0	49	0	0	0	0	0	0	0	4968	4968	тот	51	DET
560	8	0	4	0	0	0	0	18	3	0	126	126	увеличить	33	VERB
561	10	2	28	0	2	0	0	21	15	4	619	619	стоять	82	VERB
562	4	4	12	0	0	0	0	35	15	5	199	199	добиться	75	VERB
563	1	1	28	0	0	0	0	10	19	4	338	338	предлагать	63	VERB
564	5	9	21	0	6	0	0	43	16	4	302	302	отказаться	104	VERB
565	0	0	0	0	0	0	0	1	0	0	6	6	сдохнуть	1	VERB
566	0	0	2	0	0	0	0	1	4	0	11	11	навредить	7	VERB
567	1	0	7	0	0	0	0	0	0	0	1048	1048	мой	8	DET
568	2	10	18	0	0	0	0	18	18	6	226	226	ответить	72	VERB
569	2	0	5	0	0	0	0	0	0	0	1089	1089	да	7	PART
570	0	0	1	0	0	0	0	0	0	0	51	51	повседневный	1	ADJ
571	0	0	1	0	0	0	0	0	0	0	24	24	огурец	1	NOUN
572	0	0	0	0	0	0	0	1	1	0	4	4	поровну	2	ADV
573	5	0	0	0	0	0	0	2	0	0	38	38	назначать	7	VERB
574	0	0	0	0	0	0	0	1	1	0	27	27	коротко	2	ADV
575	2	0	16	0	0	0	0	10	0	4	252	252	иметься	32	VERB
576	2	2	51	0	0	0	0	0	0	0	1023	1023	известный	55	ADJ
577	2	2	7	0	0	0	0	0	0	0	1392	1392	случай	11	NOUN
578	0	0	1	0	0	0	0	0	0	0	945	945	миллион	1	NOUN
579	0	0	4	0	0	0	0	5	7	0	41	41	изобрести	16	VERB
580	0	0	1	0	0	0	0	0	0	0	11	11	незаменимый	1	ADJ
581	0	0	7	0	0	0	0	4	2	0	45	45	лопаться	13	VERB
582	0	0	14	0	0	0	0	2	6	2	64	64	волновать	24	VERB
583	0	1	2	0	0	0	0	13	2	3	71	71	послать	21	VERB
584	0	0	5	0	0	0	0	0	0	0	394	394	степень	5	NOUN
585	0	0	11	0	0	0	0	0	0	0	39	39	затронуть	11	VERB
586	0	0	0	0	0	0	0	1	0	0	1	1	тусоваться	1	VERB
587	0	0	1	0	0	0	0	0	0	0	1	1	примешивать	1	VERB
588	0	0	1	0	0	0	0	0	0	0	1	1	пачкаться	1	VERB
589	0	0	1	0	0	0	0	0	0	0	5	5	конвертировать	1	VERB
590	2	0	11	0	0	0	0	6	53	2	145	145	спрашивать	74	VERB
591	0	0	2	0	0	0	0	0	1	0	24	24	протестовать	3	VERB
592	8	6	39	0	0	0	0	28	9	6	471	471	требовать	96	VERB
593	0	2	1	0	0	0	0	0	0	0	21	21	светить	3	VERB
594	1	0	2	0	0	0	0	2	2	0	8	8	предаваться	7	VERB
595	0	0	5	0	0	0	0	0	0	0	14	14	помеха	5	NOUN
596	4	0	3	0	0	0	0	6	7	2	99	99	голосовать	22	VERB
597	0	0	7	2	0	0	0	10	7	0	540	540	особенно	26	ADV
598	0	0	2	0	6	0	0	21	19	0	490	490	далеко	48	ADV
599	14	13	33	0	2	0	2	55	25	14	604	604	прийти	158	VERB
600	0	2	7	0	0	0	0	2	0	0	59	59	сойти	11	VERB
601	0	0	5	0	0	0	0	0	0	0	28	28	чин	5	NOUN
602	0	0	28	2	0	0	0	20	20	4	657	657	больше	74	ADV
603	6	0	15	0	2	0	0	10	11	17	629	629	становиться	61	VERB
604	0	0	1	0	0	0	0	0	0	0	61	61	путинский	1	ADJ
605	2	0	10	2	47	0	0	173	544	0	1884	1884	вы	778	PRON
606	0	0	1	0	0	0	0	0	0	0	4	4	навалом	1	ADV
607	13	2	19	0	2	0	0	64	11	11	670	670	создать	122	VERB
608	2	0	20	0	0	0	0	8	6	0	85	85	устраивать	36	VERB
609	4	0	20	0	0	0	0	0	0	0	278	278	уверенный	24	ADJ
610	4	0	5	0	0	0	0	0	0	0	335	335	понятный	9	ADJ
611	0	0	2	0	0	0	0	6	3	2	103	103	объединить	13	VERB
612	0	0	16	0	0	0	0	18	2	2	247	247	участвовать	38	VERB
613	0	0	0	0	0	0	0	23	5	2	284	284	сначала	30	ADV
614	6	2	7	0	0	0	0	26	2	5	517	517	провести	48	VERB
615	0	0	0	0	2	0	0	3	2	0	39	39	отвести	7	VERB
616	0	0	10	0	0	0	0	18	12	2	629	629	часто	42	ADV
617	0	0	3	0	0	0	0	2	6	0	251	251	вовсе	11	ADV
618	0	0	1	0	0	0	0	0	0	0	7	7	отталкивать	1	VERB
619	0	0	0	0	0	0	0	0	1	0	3	3	упереть	1	VERB
620	0	0	0	0	0	0	0	0	1	0	1	1	попадя	1	ADV
621	0	2	4	0	0	0	0	0	1	0	27	27	озвучивать	7	VERB
622	0	0	3	0	0	0	0	0	0	0	75	75	коммунистический	3	ADJ
623	1	0	0	0	0	0	0	0	0	0	441	441	голова	1	NOUN
624	0	0	0	1	0	0	0	5	0	0	86	86	похоже	6	ADV
625	15	0	3	0	0	0	0	0	0	0	56907	56907	в	18	ADP
626	0	0	1	0	0	0	0	0	0	0	1	1	андеграунд	1	NOUN
627	2	0	36	0	3	0	0	18	13	2	190	190	бояться	74	VERB
628	0	0	3	0	0	0	0	0	0	0	92	92	обязанный	3	ADJ
629	0	0	3	0	0	0	0	2	2	2	23	23	протянуть	9	VERB
630	1	0	5	0	0	0	0	5	0	0	30	30	испугаться	11	VERB
631	0	0	0	0	1	0	0	14	0	0	27	27	смело	15	ADV
632	0	0	2	0	0	0	0	8	5	2	54	54	проявляться	17	VERB
633	0	0	1	0	0	0	0	0	0	0	362	362	объем	1	NOUN
634	12	2	117	0	0	0	2	35	28	17	1166	1166	являться	213	VERB
635	0	0	13	0	0	0	0	5	10	0	240	240	столько	28	ADV
636	0	0	3	0	0	0	0	2	0	0	29	29	обосновать	5	VERB
637	6	26	116	0	0	0	0	0	0	0	1889	1889	должен	148	ADJ
638	0	0	0	0	0	0	0	7	0	2	38	38	изъять	9	VERB
639	0	0	2	0	0	0	0	0	0	1	19	19	затянуть	3	VERB
640	5	0	6	0	0	0	0	14	4	0	104	104	анализировать	29	VERB
641	1	0	0	0	0	0	0	1	1	0	7	7	отталкиваться	3	VERB
642	0	0	0	0	0	0	0	18	9	0	291	291	кстати	27	ADV
643	0	0	1	0	0	0	0	0	0	0	57	57	стул	1	NOUN
644	0	0	0	0	0	0	0	3	6	0	70	70	делить	9	VERB
645	0	0	0	0	0	0	0	1	0	0	1	1	кануть	1	VERB
646	2	2	4	0	0	0	0	12	6	4	264	264	состоять	30	VERB
647	0	0	1	0	0	0	0	0	0	0	11	11	куратор	1	NOUN
648	0	0	2	0	0	0	0	9	0	0	83	83	регулировать	11	VERB
649	0	2	15	0	0	0	0	5	0	0	111	111	оказывать	22	VERB
650	0	0	0	0	0	0	0	3	0	0	23	23	координировать	3	VERB
651	6	0	18	0	0	0	0	28	11	7	352	352	играть	70	VERB
652	0	0	2	0	0	0	0	8	20	0	22	22	смириться	30	VERB
653	6	2	14	0	0	0	0	28	8	4	203	203	доказать	62	VERB
654	0	0	0	0	0	0	0	0	1	0	27	27	отводить	1	VERB
655	0	0	2	0	0	0	0	11	0	0	157	157	соответственно	13	ADV
656	0	0	0	0	0	0	0	3	0	0	22	22	периодически	3	ADV
657	0	0	0	0	0	0	0	3	2	0	13	13	пересматривать	5	VERB
658	2	2	5	0	2	0	0	27	5	4	267	267	поддерживать	47	VERB
659	0	0	6	0	0	0	0	1	0	2	53	53	уточнить	9	VERB
660	4	2	41	0	0	0	0	23	24	4	206	206	измениться	98	VERB
661	2	0	2	0	0	0	0	7	0	4	85	85	увеличиться	15	VERB
662	6	0	5	0	0	0	0	9	3	4	284	284	оказываться	27	VERB
663	0	0	0	0	0	0	0	5	2	0	421	421	причем	7	ADV
664	2	0	2	0	0	0	0	3	0	2	71	71	ориентировать	9	VERB
665	4	4	20	0	0	0	0	15	10	3	192	192	меняться	56	VERB
666	0	0	0	0	0	0	0	5	0	2	19	19	трансформироваться	7	VERB
667	0	0	0	0	0	0	0	1	0	0	1	1	компьютеризовать	1	VERB
668	2	0	7	0	0	0	0	0	0	0	41	41	обида	9	NOUN
669	0	0	6	0	0	0	0	7	2	0	52	52	везде	15	ADV
670	0	0	0	0	0	0	0	7	2	2	22	22	строиться	11	VERB
671	0	0	6	0	0	0	0	1	0	0	24	24	прописать	7	VERB
672	0	0	2	0	0	0	0	1	6	0	89	89	четко	9	ADV
673	2	2	38	0	4	0	0	114	26	4	485	485	привести	190	VERB
674	33	7	58	0	7	0	0	82	37	14	1354	1354	идти	238	VERB
675	0	0	1	0	0	0	0	0	0	0	7	7	вымогательство	1	NOUN
676	0	0	5	0	0	0	0	0	0	0	76	76	покупка	5	NOUN
677	0	11	0	0	0	0	0	0	0	0	209	209	правильный	11	ADJ
678	2	0	2	0	0	0	0	10	6	3	149	149	исходить	23	VERB
679	2	2	2	0	0	0	0	0	0	0	12	12	потянуть	6	VERB
680	0	0	3	0	0	0	0	0	0	0	476	476	культура	3	NOUN
681	0	0	0	0	0	0	0	0	1	0	33	33	некогда	1	ADV
682	0	0	0	0	0	0	0	2	3	0	36	36	взаимодействовать	5	VERB
683	0	0	0	0	2	0	0	10	5	0	496	496	затем	17	ADV
684	0	4	10	0	2	0	0	10	3	0	108	108	исчезнуть	29	VERB
685	2	0	0	0	0	0	0	0	0	0	4	4	приделать	2	VERB
686	0	0	5	0	0	0	0	0	3	0	36	36	полететь	8	VERB
687	0	0	0	2	2	0	0	65	8	0	307	307	значит	77	ADV
688	0	0	0	0	0	0	0	1	0	0	1	1	перераспределить	1	VERB
689	0	0	2	0	0	0	0	1	0	0	31	31	снабдить	3	VERB
690	0	0	1	0	0	0	0	1	0	0	17	17	важно	2	ADV
691	0	0	0	0	0	0	0	5	7	0	54	54	экономить	12	VERB
692	0	0	0	0	0	0	0	7	2	0	159	159	буквально	9	ADV
693	4	0	12	0	0	0	0	21	6	0	122	122	подняться	43	VERB
694	0	0	0	0	0	0	0	8	0	2	47	47	совершенствовать	10	VERB
695	4	0	4	0	4	0	0	18	20	1	497	497	нельзя	51	ADV
696	0	0	1	0	0	0	0	17	6	0	83	83	превратить	24	VERB
697	0	0	3	0	0	0	0	0	0	0	90	90	крыло	3	NOUN
698	0	0	1	0	0	0	0	0	0	0	48	48	передний	1	ADJ
699	0	0	1	0	0	0	0	0	0	0	49	49	задний	1	ADJ
700	0	0	0	0	0	0	0	5	0	0	17	17	прикрепить	5	VERB
701	0	0	0	0	0	0	0	3	2	0	31	31	надежно	5	ADV
702	0	0	2	0	0	0	0	1	0	0	26	26	отрыться	3	VERB
703	0	0	0	0	0	0	0	1	0	0	10	10	раздавить	1	VERB
704	0	0	28	0	0	0	0	14	14	2	328	328	выходить	58	VERB
705	0	0	0	0	0	0	0	11	0	1	66	66	рассмотреть	12	VERB
706	0	0	0	0	0	0	0	1	0	0	6	6	насторожить	1	VERB
707	0	0	35	0	0	0	0	24	4	0	147	147	обязательно	63	ADV
708	4	6	6	0	0	0	0	21	0	6	256	256	развиваться	43	VERB
709	0	0	0	0	0	0	0	0	0	1	3	3	редуцироваться	1	VERB
710	2	0	2	0	0	0	0	5	0	0	21	21	развиться	9	VERB
711	0	0	1	0	0	0	0	0	0	0	1	1	двойня	1	NOUN
712	0	0	2	0	0	0	0	4	0	0	53	53	нормально	6	ADV
713	0	0	6	0	0	0	0	5	4	2	210	210	сложиться	17	VERB
714	0	0	1	0	0	0	0	11	4	2	447	447	примерно	18	ADV
715	4	0	21	0	2	0	0	51	16	8	480	480	строить	102	VERB
716	0	0	0	0	0	0	0	9	2	4	33	33	объединиться	15	VERB
717	2	1	60	0	0	0	0	17	21	4	184	184	мешать	105	VERB
718	2	0	4	0	0	0	0	0	5	0	52	52	узнавать	11	VERB
719	1	6	8	0	2	0	0	14	4	4	244	244	выглядеть	39	VERB
720	6	5	14	0	2	0	0	31	11	7	431	431	показать	76	VERB
721	1	0	0	0	0	0	0	9	0	0	95	95	превращаться	10	VERB
722	0	0	1	0	0	0	0	0	2	0	8	8	вымирать	3	VERB
723	0	0	3	0	0	0	0	4	2	0	64	64	сформироваться	9	VERB
724	0	0	0	0	0	0	0	5	1	0	146	146	естественно	6	ADV
725	0	0	10	0	0	0	0	34	14	4	294	294	ожидать	62	VERB
726	0	0	0	0	0	0	0	5	2	0	24	24	мучить	7	VERB
727	1	0	2	0	0	0	0	0	1	0	12	12	застрять	4	VERB
728	0	0	0	0	0	0	0	25	3	0	468	468	прежде	28	ADV
729	0	0	1	0	0	0	0	0	0	0	39	39	подробный	1	ADJ
730	0	0	1	0	0	0	0	0	0	0	1	1	напалм	1	NOUN
731	0	0	0	0	0	0	0	1	0	0	6	6	обезопасить	1	VERB
732	2	2	0	0	0	0	0	5	9	0	350	350	достаточно	18	ADV
733	6	0	4	0	0	0	0	24	10	4	143	143	судить	48	VERB
734	0	5	53	0	2	0	0	11	34	2	252	252	значить	107	VERB
735	0	0	10	0	0	0	0	6	0	2	206	206	плохо	18	ADV
736	0	0	0	0	0	0	0	5	0	0	25	25	накапливать	5	VERB
737	0	0	3	0	0	0	0	0	0	0	242	242	шаг	3	NOUN
738	0	0	0	0	1	0	0	0	0	0	21	21	укрыться	1	VERB
739	3	2	5	0	0	0	0	2	4	0	62	62	явиться	16	VERB
740	0	0	0	0	0	0	0	0	1	0	8	8	насмерть	1	ADV
741	0	0	2	0	0	0	0	2	2	0	14	14	драться	6	VERB
742	0	2	25	4	1	0	0	55	53	2	1162	1162	там	142	ADV
743	0	0	0	0	0	0	0	4	5	0	21	21	когда-нибудь	9	ADV
744	0	0	0	0	0	0	0	0	1	0	378	378	всего	1	ADV
745	0	2	8	0	2	0	0	22	6	3	307	307	открыть	43	VERB
746	0	0	3	0	0	0	0	0	0	0	476	476	отец	3	NOUN
747	2	0	13	0	0	0	0	0	0	0	9	9	предвидеться	15	VERB
748	2	2	1	0	0	0	0	8	4	2	78	78	осознать	19	VERB
749	0	0	0	0	0	0	0	2	6	1	171	171	посвятить	9	VERB
750	0	0	12	0	0	0	0	4	4	0	56	56	отрицать	20	VERB
751	2	4	10	0	0	0	0	6	2	0	58	58	воспринять	24	VERB
752	0	0	0	0	0	0	0	3	0	0	12	12	представиться	3	VERB
753	2	0	15	0	0	0	0	2	0	7	27	27	ограничиваться	26	VERB
754	0	1	0	0	0	0	0	0	0	0	103	103	непонятный	1	ADJ
755	4	2	5	0	4	0	0	22	4	5	150	150	перейти	46	VERB
756	0	0	11	0	4	0	0	40	8	4	219	219	изучать	67	VERB
757	0	3	0	0	0	0	0	11	3	0	83	83	заняться	17	VERB
758	0	0	0	0	0	0	0	1	0	0	12	12	осмыслять	1	VERB
