	COND	CONDIRR	DN	DNN	IMP	IN	IRR	MODAL	QUEST	RESTR	all_occ	all_other	lemma	nonver	pos
2650	0	0	2	0	0	0	0	0	2	0	8	8	объясняться	4	VERB
2651	0	0	2	2	6	0	0	14	6	0	117	117	мол	30	ADV
2652	0	0	2	0	0	0	0	0	0	0	115	115	поражение	2	NOUN
2653	0	0	0	0	0	0	0	8	0	0	167	167	подчеркнуть	8	VERB
2654	0	0	2	0	0	0	0	0	0	0	11	11	разводить	2	VERB
2655	0	0	4	0	0	0	0	8	0	0	43	43	выставить	12	VERB
2656	0	0	4	0	0	0	0	4	0	0	10	10	ущемлять	8	VERB
2657	0	2	2	0	0	0	0	0	2	0	26	26	устремиться	6	VERB
2658	0	0	2	0	0	0	0	0	0	2	205	205	крайне	4	ADV
2659	4	0	2	0	0	0	0	6	0	0	81	81	перевести	12	VERB
2660	0	0	0	0	0	0	0	2	0	0	33	33	позади	2	ADV
2661	0	0	4	0	0	0	0	0	0	0	24	24	редкость	4	NOUN
2662	0	0	0	0	0	0	0	2	2	0	53	53	гордиться	4	VERB
2663	0	0	0	0	0	0	0	2	0	0	3	3	заслуженно	2	ADV
2664	0	0	2	0	0	0	0	0	2	4	28	28	числиться	8	VERB
2665	0	0	8	2	2	0	0	6	2	2	136	136	защищать	22	VERB
2666	2	0	2	0	0	0	0	0	0	0	69	69	преодоление	4	NOUN
2667	2	0	2	0	0	0	0	0	0	0	10	10	запросить	4	VERB
2668	2	0	0	0	0	0	0	2	0	0	26	26	обостриться	4	VERB
2669	0	0	4	0	0	0	0	6	2	0	105	105	развивать	12	VERB
2670	2	0	0	0	0	0	0	0	2	0	6	6	выгонять	4	VERB
2671	0	0	0	0	0	0	0	2	0	0	4	4	уволиться	2	VERB
2672	0	0	0	0	0	0	0	0	2	0	2	2	оканчиваться	2	VERB
2673	0	0	0	0	0	0	0	4	0	2	14	14	укрепиться	6	VERB
2674	0	0	0	0	0	0	0	2	0	0	10	10	отныне	2	ADV
2675	0	0	0	0	0	0	0	0	0	2	4	4	единогласно	2	ADV
2676	0	0	2	0	0	0	0	4	0	0	39	39	присоединиться	6	VERB
2677	0	0	14	0	0	0	0	6	0	0	35	35	отменять	20	VERB
2678	0	0	2	0	2	0	0	0	0	0	8	8	повиноваться	4	VERB
2679	0	0	2	0	0	0	0	0	0	0	10	10	барак	2	NOUN
2680	0	0	0	0	0	0	0	2	0	0	2	2	надивиться	2	VERB
2681	0	0	2	0	0	0	0	4	0	0	51	51	поражать	6	VERB
2682	0	0	2	0	0	0	0	0	0	0	75	75	коалиция	2	NOUN
2683	0	0	0	0	0	0	0	2	0	0	46	46	отчетливо	2	ADV
2684	0	0	0	0	0	0	2	0	0	0	265	265	защита	2	NOUN
2685	0	0	2	0	0	0	0	4	0	0	31	31	эвакуировать	6	VERB
2686	0	0	2	0	0	0	0	4	2	0	102	102	подать	8	VERB
2687	2	2	0	0	0	0	0	0	0	0	17	17	наложить	4	VERB
2688	0	0	2	0	0	0	0	6	0	2	86	86	покинуть	10	VERB
2689	0	0	0	0	0	0	0	2	0	0	16	16	аналогично	2	ADV
2690	0	0	2	0	0	0	0	0	0	0	6	6	схлынуть	2	VERB
2691	0	0	0	0	0	0	0	6	0	2	10	10	сломить	8	VERB
2692	0	0	0	0	0	0	0	2	0	0	2	2	водвориться	2	VERB
2693	0	2	0	0	0	0	0	0	0	0	4	4	довериться	2	VERB
2694	0	0	2	0	0	0	0	0	0	0	43	43	компетенция	2	NOUN
2695	0	0	8	0	0	0	0	0	0	0	881	881	закон	8	NOUN
2696	0	0	2	0	0	0	0	0	0	0	4	4	уплачивать	2	VERB
2697	0	0	0	0	0	0	0	2	0	0	36	36	по-разному	2	ADV
2698	0	0	2	0	0	0	0	0	0	0	17	17	отрицательно	2	ADV
2699	0	0	2	0	0	0	0	0	0	0	30	30	контрактник	2	NOUN
2700	0	0	0	0	0	0	0	2	0	0	9	9	материально	2	ADV
2701	0	0	0	0	0	0	0	2	0	0	18	18	морально	2	ADV
2702	0	0	0	0	0	0	0	2	0	0	2	2	престижно	2	ADV
2703	0	0	2	0	0	0	0	0	2	0	35	35	сражаться	4	VERB
2704	0	0	2	0	0	0	0	0	0	0	70	70	рекомендация	2	NOUN
2705	6	8	4	0	0	0	0	0	0	0	422	422	невозможный	18	ADJ
2706	0	0	2	0	0	0	0	0	0	0	540	540	орган	2	NOUN
2707	0	0	0	0	0	0	0	0	0	2	4	4	пожизненно	2	ADV
2708	0	0	0	0	0	0	0	8	4	2	81	81	сохранять	14	VERB
2709	2	2	6	0	0	0	0	6	0	2	234	234	передавать	18	VERB
2710	0	0	0	0	0	0	0	6	0	0	14	14	пролить	6	VERB
2711	0	0	0	0	0	0	0	2	2	0	4	4	благоденствовать	4	VERB
2712	0	0	0	0	0	0	0	0	2	2	47	47	сугубо	4	ADV
2713	0	0	0	0	0	0	0	0	2	0	28	28	добровольно	2	ADV
2714	0	0	2	0	0	0	0	0	0	0	4	4	подчинять	2	VERB
2715	0	0	0	0	0	0	0	0	4	0	52	52	уверять	4	VERB
2716	0	0	2	0	0	0	0	0	4	0	8	8	взрывать	6	VERB
2717	0	0	4	0	0	0	0	0	0	0	315	315	граница	4	NOUN
2718	0	0	2	0	0	0	0	0	0	0	4	4	аул	2	NOUN
2719	0	0	2	0	0	0	0	0	0	0	7	7	иссякнуть	2	VERB
2720	0	0	0	0	0	0	0	2	0	0	11	11	отовсюду	2	ADV
2721	0	0	0	0	0	0	0	2	0	0	18	18	невзирая	2	ADV
2722	0	0	0	0	0	0	0	2	0	0	4	4	отсоединяться	2	VERB
2723	0	0	2	0	0	0	0	0	0	0	12	12	концлагерь	2	NOUN
2724	0	2	2	0	0	0	0	4	0	0	21	21	причинить	8	VERB
2725	0	6	0	0	0	0	0	0	0	0	219	219	полезный	6	ADJ
2726	0	0	0	0	0	0	0	2	4	0	9	9	задаться	6	VERB
2727	0	0	0	0	0	0	0	6	2	0	82	82	править	8	VERB
2728	0	0	8	0	0	0	0	0	4	2	48	48	разрешать	14	VERB
2729	2	0	2	0	0	0	0	0	4	0	90	90	арестовывать	8	VERB
2730	0	0	0	0	0	0	0	0	2	2	6	6	растрачивать	4	VERB
2731	0	0	0	0	0	0	0	0	2	0	6	6	рассеять	2	VERB
2732	0	0	4	0	0	0	0	0	2	0	12	12	разгромить	6	VERB
2733	0	0	0	0	0	0	0	2	2	0	20	20	замкнуть	4	VERB
2734	0	0	4	0	0	0	0	0	0	0	2	2	удосужиться	4	VERB
2735	0	0	2	0	0	0	0	0	0	0	62	62	командование	2	NOUN
2736	0	0	4	0	0	0	0	0	0	0	10	10	восстановиться	4	VERB
2737	0	0	2	0	0	0	0	0	0	0	2	2	стряхнуть	2	VERB
2738	0	0	2	0	0	0	0	0	0	2	20	20	озаботить	4	VERB
2739	0	0	6	0	0	0	0	0	0	0	14	14	вериться	6	VERB
2740	2	0	2	0	0	0	0	0	0	0	271	271	революция	4	NOUN
2741	0	2	0	0	0	0	0	0	0	0	6	6	побрать	2	VERB
2742	0	0	2	0	0	0	0	0	0	0	789	789	начало	2	NOUN
2743	0	0	0	0	0	0	0	4	2	2	22	22	отбросить	8	VERB
2744	0	0	2	0	0	0	0	0	0	0	14	14	упрек	2	NOUN
2745	0	0	0	0	0	0	0	0	2	0	5	5	овладевать	2	VERB
2746	0	0	0	0	0	0	0	2	2	0	32	32	грубо	4	ADV
2747	0	0	0	0	0	0	0	0	2	2	6	6	цинично	4	ADV
2748	0	0	0	0	0	0	0	0	2	0	2	2	растаптывать	2	VERB
2749	0	0	0	0	0	0	0	0	2	0	3	3	бесхозяйственно	2	ADV
2750	0	0	0	0	0	0	0	4	2	0	62	62	накопить	6	VERB
2751	0	2	4	0	0	0	0	2	2	2	41	41	разрушать	12	VERB
2752	0	0	0	0	0	0	0	0	2	0	5	5	обрезать	2	VERB
2753	0	0	18	0	0	0	0	0	0	0	38	38	поддаваться	18	VERB
2754	0	0	2	0	0	0	0	2	0	0	4	4	хаотически	4	ADV
2755	0	0	0	0	0	0	0	4	0	2	39	39	временно	6	ADV
2756	0	0	4	0	0	0	0	0	0	0	26	26	расставаться	4	VERB
2757	0	0	4	0	0	0	0	0	0	0	599	599	количество	4	NOUN
2758	4	0	4	0	0	0	0	0	0	0	74	74	образовывать	8	VERB
2759	0	0	0	0	0	0	0	2	0	2	27	27	разойтись	4	VERB
2760	0	2	0	0	2	0	0	14	0	0	44	44	отыскать	18	VERB
2761	2	0	0	0	0	0	0	0	0	0	242	242	род	2	NOUN
2762	2	0	0	0	0	0	0	0	0	0	357	357	республика	2	NOUN
2763	0	0	0	0	0	0	0	2	0	0	9	9	прогнать	2	VERB
2764	0	0	2	0	0	0	0	0	0	0	13	13	уютный	2	ADJ
2765	0	0	2	0	0	0	0	0	0	0	14	14	изначальный	2	ADJ
2766	0	0	2	0	0	0	0	0	0	0	17	17	резиденция	2	NOUN
2767	0	0	4	4	0	0	0	6	0	2	72	72	кормить	16	VERB
2768	0	0	4	0	0	0	0	0	0	0	24	24	сладкий	4	ADJ
2769	2	2	4	0	0	0	0	0	0	0	1156	1156	президент	8	NOUN
2770	0	0	0	0	0	0	0	6	0	0	43	43	пересмотреть	6	VERB
2771	0	0	0	0	0	0	0	2	0	0	28	28	господствовать	2	VERB
2772	0	0	2	0	0	0	0	0	0	0	4	4	указка	2	NOUN
2773	0	0	2	0	0	0	0	2	2	0	116	116	вооружить	6	VERB
2774	0	0	0	0	0	0	0	0	2	0	12	12	сосредоточиться	2	VERB
2775	0	0	0	0	0	0	0	0	2	0	30	30	поистине	2	ADV
2776	2	0	0	0	0	0	2	0	0	0	21	21	неспособный	4	ADJ
2777	0	0	0	0	0	0	0	4	0	0	38	38	разгонять	4	VERB
2778	0	0	2	0	0	0	0	0	0	0	4	4	наделять	2	VERB
2779	0	2	2	0	0	0	0	2	0	2	23	23	оправдывать	8	VERB
2780	0	0	4	0	0	0	0	0	0	0	17	17	подчинить	4	VERB
2781	0	0	4	0	0	0	0	0	0	0	296	296	разработка	4	NOUN
2782	2	0	0	0	0	0	0	2	2	0	21	21	прижать	6	VERB
2783	0	0	0	0	0	0	0	2	0	0	4	4	хлопотно	2	ADV
2784	0	0	2	0	0	0	0	0	0	0	45	45	профиль	2	NOUN
2785	0	0	8	0	0	0	0	0	0	0	1595	1595	их	8	DET
2786	0	0	0	0	0	0	0	6	0	0	23	23	резюмировать	6	VERB
2787	0	0	2	0	0	0	0	6	0	0	11	11	одолеть	8	VERB
2788	0	0	2	0	0	0	0	0	0	0	5	5	образцовый	2	ADJ
2789	0	0	0	0	0	0	0	4	2	2	6	6	поражаться	8	VERB
2790	0	0	0	0	0	0	0	0	2	0	2	2	безукоризненно	2	ADV
2791	0	0	0	0	0	0	0	0	2	0	12	12	заточить	2	VERB
2792	2	0	2	0	0	0	0	6	0	0	34	34	выстраивать	10	VERB
2793	0	0	0	0	0	0	0	0	2	0	29	29	пасть	2	VERB
2794	0	0	4	0	0	0	0	0	0	0	25	25	безнадежный	4	ADJ
2795	0	0	2	0	0	0	0	0	0	0	45	45	злой	2	ADJ
2796	0	0	0	0	0	0	0	0	2	0	6	6	заткнуть	2	VERB
2797	0	0	0	0	0	0	2	0	0	0	4	4	человечность	2	NOUN
2798	0	0	0	0	0	0	2	0	0	0	23	23	простота	2	NOUN
2799	0	0	0	0	0	0	0	2	0	0	4	4	развенчивать	2	VERB
2800	0	0	0	0	0	0	0	2	2	0	28	28	задолго	4	ADV
2801	0	0	0	0	0	0	0	0	2	0	13	13	безуспешно	2	ADV
2802	0	0	2	0	0	0	0	0	2	0	15	15	пугаться	4	VERB
2803	0	0	0	0	0	0	0	0	2	0	23	23	потрясти	2	VERB
2804	2	0	6	0	0	0	0	0	0	0	874	874	история	8	PROPN
2805	0	0	2	0	0	0	0	0	2	0	4	4	чесать	4	VERB
2806	0	0	0	0	0	0	0	0	2	0	4	4	недоуменно	2	ADV
2807	0	0	0	0	0	0	0	0	2	0	4	4	вопрошать	2	VERB
2808	0	0	0	0	0	0	0	8	2	0	34	34	отобрать	10	VERB
2809	0	0	2	0	0	0	0	0	0	0	28	28	значимость	2	NOUN
2810	0	0	2	0	0	0	0	0	2	0	30	30	опуститься	4	VERB
2811	0	0	0	0	0	0	0	0	2	0	2	2	перекристаллизоваться	2	VERB
2812	0	0	2	0	0	0	0	0	0	0	32	32	миллиметр	2	NOUN
2813	0	0	0	0	0	0	0	2	0	0	2	2	внушить	2	VERB
2814	0	0	4	0	0	0	0	2	0	0	12	12	смешивать	6	VERB
2815	0	0	6	0	0	0	0	0	0	0	6	6	унывать	6	VERB
2816	0	0	0	0	0	0	0	2	2	0	18	18	реформировать	4	VERB
2817	0	0	0	0	0	0	0	4	2	0	14	14	дорожить	6	VERB
2818	0	0	0	0	0	0	0	0	2	2	24	24	размышлять	4	VERB
2819	0	0	0	0	0	0	0	6	6	2	116	116	нечто	14	PRON
2820	0	0	0	0	2	0	0	0	0	2	120	120	перестать	4	VERB
2821	0	0	0	0	0	0	0	2	0	0	2	2	перегонять	2	VERB
2822	0	0	0	0	0	0	0	2	2	0	88	88	эффективно	4	ADV
2823	2	0	0	0	0	0	0	2	2	0	6	6	вкалывать	6	VERB
2824	0	0	12	0	0	0	0	6	4	0	94	94	звать	22	VERB
2825	0	0	0	0	0	0	0	2	2	0	119	119	безусловно	4	ADV
2826	0	0	2	0	0	0	0	0	2	0	10	10	приниматься	4	VERB
2827	2	0	4	0	0	0	0	8	8	2	156	156	готовить	24	VERB
2828	0	0	2	0	0	0	0	0	0	0	2	2	схоластический	2	ADJ
2829	0	0	2	0	0	0	0	0	0	0	17	17	отбрасывать	2	VERB
2830	0	0	0	0	0	0	0	2	0	0	36	36	встроить	2	VERB
2831	0	0	2	0	0	0	0	0	0	0	79	79	педагог	2	NOUN
2832	0	0	4	0	0	0	0	2	0	0	20	20	предвидеть	6	VERB
2833	0	0	2	0	0	0	0	0	0	0	159	159	жертва	2	NOUN
2834	0	2	4	0	0	0	0	0	0	0	79	79	заинтересованный	6	ADJ
2835	0	0	2	0	0	0	0	0	0	0	3505	3505	другой	2	ADJ
2836	0	0	4	0	0	0	0	0	0	0	4	4	продуцировать	4	VERB
2837	0	0	8	0	0	0	0	0	2	0	20	20	рискнуть	10	VERB
2838	0	0	6	0	0	0	0	0	0	0	491	491	продукт	6	NOUN
2839	2	0	0	0	0	0	0	6	2	0	33	33	уцелеть	10	VERB
2840	0	0	0	0	0	0	0	2	0	0	6	6	сослать	2	VERB
2841	0	0	0	0	0	0	0	2	0	0	6	6	посидеть	2	VERB
2842	0	0	2	0	0	0	0	2	0	0	10	10	довольствоваться	4	VERB
2843	0	0	4	0	0	0	0	0	0	0	408	408	режим	4	NOUN
2844	0	0	0	0	0	0	0	2	0	0	7	7	величать	2	VERB
2845	0	2	0	0	0	0	0	0	0	0	26	26	возобновить	2	VERB
2846	0	0	2	0	0	0	0	0	0	0	268	268	фигура	2	NOUN
2847	0	0	2	0	0	0	0	0	0	0	2	2	благоприятствовать	2	VERB
2848	0	0	0	0	0	0	0	2	0	0	10	10	оградить	2	VERB
2849	0	0	0	0	0	0	0	0	0	2	14	14	укреплять	2	VERB
2850	2	0	2	0	0	0	0	0	0	0	360	360	западный	4	ADJ
2851	0	0	2	0	0	0	0	2	0	4	30	30	осуждать	8	VERB
2852	0	0	4	0	0	0	0	0	0	0	78	78	террор	4	NOUN
2853	0	0	2	0	0	0	0	0	0	0	2	2	смыслить	2	VERB
2854	0	0	2	0	0	0	0	0	0	0	8	8	глобус	2	NOUN
2855	2	0	0	0	0	0	0	2	2	2	38	38	вылететь	8	VERB
2856	0	0	0	0	0	0	0	2	4	0	6	6	по-вашему	6	ADV
2857	0	0	0	0	0	0	0	2	0	0	25	25	снабжать	2	VERB
2858	0	0	2	0	0	0	0	0	0	0	4	4	обновляться	2	VERB
2859	2	0	2	0	0	0	0	2	0	0	4	4	сопоставлять	6	VERB
2860	0	0	2	0	0	0	0	0	0	0	2	2	комизм	2	NOUN
2861	0	0	0	2	0	0	0	2	6	0	132	132	лично	10	ADV
2862	0	0	0	0	0	0	0	0	2	0	4	4	пиарить	2	VERB
2863	0	0	0	0	0	0	0	0	0	2	6	6	укрыть	2	VERB
2864	0	0	4	0	0	0	0	0	0	0	26	26	злоба	4	NOUN
2865	0	0	2	0	0	0	0	0	0	0	15	15	скептик	2	NOUN
2866	0	0	2	0	0	0	0	0	0	0	8	8	стихнуть	2	VERB
2867	0	0	2	0	0	0	0	0	0	0	2	2	вверстывать	2	VERB
2868	0	0	2	0	0	0	0	0	0	0	172	172	пост	2	NOUN
2869	0	0	2	0	0	0	0	0	0	0	8	8	честолюбие	2	NOUN
2870	0	0	2	0	0	0	0	0	0	0	68	68	осетия	2	PROPN
2871	0	0	2	0	0	0	0	0	0	0	78	78	абхазия	2	PROPN
2872	0	0	2	0	0	0	0	0	0	0	18	18	миротворец	2	NOUN
2873	2	2	2	0	0	0	0	8	0	2	64	64	проиграть	16	VERB
2874	0	0	4	0	0	0	0	2	0	0	11	11	опознать	6	VERB
2875	0	0	0	0	0	0	0	2	0	2	10	10	сместить	4	VERB
2876	0	0	2	0	0	0	0	0	0	0	737	737	лицо	2	NOUN
2877	0	0	4	0	0	0	0	2	0	0	31	31	наказать	6	VERB
2878	0	0	6	0	0	0	0	6	2	0	62	62	бросать	14	VERB
2879	0	0	0	0	2	0	0	0	2	0	14	14	послушать	4	VERB
2880	0	0	0	0	0	0	0	0	0	2	6	6	вспомниться	2	VERB
2881	0	0	2	0	0	0	0	0	0	0	6	6	обрушиваться	2	VERB
2882	0	0	4	0	0	0	0	0	0	0	10	10	сарказм	4	NOUN
2883	0	2	4	0	0	0	0	0	0	0	18	18	преувеличение	6	NOUN
2884	0	0	0	0	0	0	0	2	0	0	31	31	накрыть	2	VERB
2885	0	0	2	0	0	0	0	0	0	0	10	10	обижаться	2	VERB
2886	0	2	2	0	0	0	0	4	0	0	13	13	заподозрить	8	VERB
2887	0	0	4	0	0	0	0	6	0	0	152	152	пожалуй	10	ADV
2888	0	0	2	0	0	0	0	2	0	2	6	6	потешаться	6	VERB
2889	0	0	2	0	0	0	0	0	0	0	35	35	удовлетворение	2	NOUN
2890	0	0	4	0	0	0	0	4	2	0	33	33	заслужить	10	VERB
2891	0	0	0	0	0	0	0	2	0	0	2	2	вменить	2	VERB
2892	0	0	12	0	0	0	0	0	0	0	98	98	принятый	12	ADJ
2893	2	0	2	0	0	0	0	2	0	0	14	14	затаить	6	VERB
2894	0	0	2	0	0	0	0	0	0	0	6	6	лукавить	2	VERB
2895	0	0	0	0	0	0	0	4	0	2	20	20	поучаствовать	6	VERB
2896	2	0	0	0	0	0	0	0	0	0	10	10	командировать	2	VERB
2897	0	0	2	0	0	0	0	0	0	0	8	8	национализировать	2	VERB
2898	0	0	2	0	0	0	0	0	0	0	259	259	давление	2	NOUN
2899	0	0	2	0	0	0	0	4	6	2	65	65	закрывать	14	VERB
2900	0	0	0	0	0	0	0	2	0	2	40	40	сложить	4	VERB
2901	0	0	2	0	0	0	0	0	0	0	11	11	идиллия	2	NOUN
2902	0	0	2	0	0	0	0	0	0	0	4	4	запоминаться	2	VERB
2903	0	0	0	0	0	0	0	2	0	0	5	5	обрисовывать	2	VERB
2904	2	2	2	0	0	0	0	0	0	0	15	15	увлекательный	6	ADJ
2905	0	0	0	0	0	0	0	0	0	2	18	18	танцевать	2	VERB
2906	0	0	2	0	0	0	0	0	0	0	18	18	азербайджан	2	PROPN
2907	2	0	0	0	0	0	0	2	0	0	8	8	отбиться	4	VERB
2908	0	0	0	0	2	0	0	0	4	0	43	43	двинуться	6	VERB
2909	0	0	6	0	0	0	0	0	2	0	20	20	опровергать	8	VERB
2910	0	0	0	0	0	0	0	2	0	0	4	4	повременить	2	VERB
2911	0	0	2	0	0	0	0	0	0	0	133	133	парламент	2	NOUN
2912	0	0	2	0	0	0	0	0	0	0	32	32	раздражение	2	NOUN
2913	0	0	4	0	0	0	0	0	0	0	197	197	желание	4	NOUN
2914	0	0	0	0	0	0	0	2	2	0	28	28	выращивать	4	VERB
2915	0	0	0	0	0	0	0	2	2	0	12	12	имплантировать	4	VERB
2916	0	4	0	0	0	0	0	4	0	0	20	20	парализовать	8	VERB
2917	0	0	0	0	0	0	0	2	2	0	76	76	подчеркивать	4	VERB
2918	0	0	2	0	0	0	0	4	0	2	72	72	приступить	8	VERB
2919	0	0	0	0	0	0	0	2	0	0	115	115	зачастую	2	ADV
2920	0	0	0	2	0	0	0	2	0	0	38	38	торговать	4	VERB
2921	0	0	4	0	0	0	0	0	0	0	881	881	институт	4	NOUN
2922	0	0	2	0	0	0	0	0	0	0	92	92	бизнесмен	2	NOUN
2923	0	0	4	0	0	0	0	6	0	0	51	51	осознавать	10	VERB
2924	0	0	4	0	0	0	0	4	0	0	32	32	приспособить	8	VERB
2925	4	2	6	0	0	0	0	8	0	2	27	27	оборачиваться	22	VERB
2926	0	0	0	0	0	0	0	2	0	0	7	7	соединиться	2	VERB
2927	2	0	0	0	0	0	0	0	0	0	49	49	москвич	2	NOUN
2928	0	0	2	0	0	0	0	0	0	0	4	4	смущение	2	NOUN
2929	0	2	0	0	0	0	0	0	0	0	85	85	минимальный	2	ADJ
2930	0	0	0	0	0	0	0	4	2	0	9	9	возродиться	6	VERB
2931	0	0	2	0	0	0	0	0	0	2	34	34	продвигать	4	VERB
2932	0	0	2	0	0	0	0	0	0	0	6	6	выглянуть	2	VERB
2933	0	0	2	0	0	0	0	0	0	0	7	7	прогуляться	2	VERB
2934	0	0	0	0	0	0	0	2	0	2	244	244	резко	4	ADV
2935	0	0	0	0	0	0	0	4	2	0	37	37	прервать	6	VERB
2936	2	0	2	0	0	0	0	2	0	0	35	35	дешеветь	6	VERB
2937	2	0	0	0	0	0	0	0	0	0	10	10	разъедать	2	VERB
2938	2	0	0	0	0	0	0	0	0	0	8	8	обваляться	2	VERB
2939	0	0	0	0	0	0	0	4	0	0	20	20	притом	4	ADV
2940	0	4	0	0	0	0	0	0	0	0	8	8	дальновидный	4	ADJ
2941	0	0	2	0	0	0	0	2	0	0	38	38	давить	4	VERB
2942	0	0	8	0	0	0	0	0	0	0	39	39	просматривать	8	VERB
2943	0	0	2	0	0	0	0	0	0	0	325	325	масса	2	NOUN
2944	0	0	8	0	0	0	0	4	0	0	36	36	рваться	12	VERB
2945	0	0	4	0	0	0	0	0	0	0	271	271	название	4	NOUN
2946	0	0	4	0	0	0	0	0	0	0	539	539	имя	4	NOUN
2947	2	0	4	0	0	0	0	0	0	0	40	40	магомедов	6	PROPN
2948	0	0	4	0	0	0	0	0	2	0	16	16	посягать	6	VERB
2949	0	0	0	0	0	0	0	0	0	2	2	2	уберегать	2	VERB
2950	0	0	2	0	0	0	0	2	0	0	8	8	списывать	4	VERB
2951	0	0	2	0	0	0	0	0	0	0	2	2	тоскливость	2	NOUN
2952	0	0	2	0	0	0	0	0	0	0	34	34	госсовет	2	PROPN
2953	0	0	0	0	0	0	0	0	2	0	2	2	подрастерять	2	VERB
2954	0	0	0	0	0	0	0	4	0	0	19	19	развеять	4	VERB
2955	0	0	2	0	0	0	0	0	0	0	35	35	чувствительность	2	NOUN
2956	0	0	16	0	0	0	0	0	4	6	30	30	годиться	26	VERB
2957	0	0	2	0	0	0	0	2	0	2	49	49	вносить	6	VERB
2958	0	0	0	0	0	0	0	4	0	0	17	17	фокусировать	4	VERB
2959	0	0	2	0	0	0	0	0	0	0	8	8	модельный	2	ADJ
2960	0	0	2	0	0	0	0	12	2	0	59	59	вовремя	16	ADV
2961	0	0	4	0	0	0	0	0	0	0	43	43	доставлять	4	VERB
2962	0	0	2	0	0	0	0	2	0	0	14	14	затянуться	4	VERB
2963	0	0	4	0	0	0	0	0	0	0	42	42	течь	4	VERB
2964	2	0	0	0	0	0	2	0	0	0	163	163	независимый	4	ADJ
2965	0	0	2	0	0	0	0	0	0	0	174	174	конкуренция	2	NOUN
2966	0	0	2	0	0	0	0	0	0	0	62	62	оппонент	2	NOUN
2967	0	0	2	0	0	0	0	0	0	0	2	2	подотчетный	2	ADJ
2968	0	0	2	0	0	0	0	0	2	0	52	52	обслуживать	4	VERB
2969	0	2	0	0	0	0	0	0	0	0	10	10	благосклонный	2	ADJ
2970	0	0	4	0	0	0	0	0	0	0	838	838	какой-то	4	DET
2971	0	2	0	0	0	0	0	0	0	0	6	6	кощунство	2	NOUN
2972	0	2	0	0	0	0	0	2	0	0	12	12	толкнуть	4	VERB
2973	0	0	0	0	0	0	0	16	2	2	180	180	напомнить	20	VERB
2974	0	0	0	0	0	0	0	4	0	0	32	32	подвергнуть	4	VERB
2975	0	2	4	0	0	0	0	2	0	0	15	15	надлежать	8	VERB
2976	0	0	4	0	0	0	0	0	0	0	487	487	очередь	4	NOUN
2977	0	0	2	0	0	0	0	0	0	0	223	223	деталь	2	NOUN
2978	2	2	2	0	0	0	0	0	0	0	4	4	истощаться	6	VERB
2979	0	2	2	0	0	0	0	0	0	0	3	3	разжать	4	VERB
2980	0	0	2	0	0	0	0	0	0	0	88	88	гитлер	2	PROPN
2981	0	0	2	0	0	0	0	0	0	0	12	12	нажить	2	VERB
2982	0	0	2	0	0	0	0	0	0	0	2	2	переизлагать	2	VERB
2983	0	0	2	0	0	0	0	0	0	0	10	10	рецензия	2	NOUN
2984	0	0	2	0	0	0	0	6	0	0	18	18	проигрывать	8	VERB
2985	0	0	2	0	0	0	0	0	0	0	4	4	ведомый	2	ADJ
2986	0	0	2	0	0	0	0	2	0	0	45	45	пояснять	4	VERB
2987	0	0	0	0	0	0	2	0	0	0	14	14	правозащитный	2	ADJ
2988	0	0	4	0	0	0	2	0	0	0	828	828	организация	6	NOUN
2989	0	0	2	0	0	0	0	6	0	0	14	14	регистрироваться	8	VERB
2990	2	0	8	0	0	0	0	8	2	2	58	58	противоречить	22	VERB
2991	0	0	4	0	0	0	0	0	0	0	96	96	плечо	4	NOUN
2992	0	0	2	0	0	0	0	0	0	0	2	2	правомочный	2	ADJ
2993	0	0	0	0	0	0	0	0	2	2	61	61	недостаточно	4	ADV
2994	2	0	8	0	0	0	0	4	4	0	30	30	предъявлять	18	VERB
2995	0	0	10	0	0	0	0	0	0	0	1950	1950	сам	10	ADJ
2996	0	0	2	0	0	0	0	0	0	0	106	106	специально	2	ADV
2997	0	0	2	0	0	0	0	0	0	0	2	2	иже	2	ADV
2998	0	6	14	0	0	0	0	14	2	2	104	104	рекомендовать	38	VERB
2999	0	0	0	0	0	0	0	2	0	0	3	3	идейно	2	ADV
3000	0	0	0	0	0	0	0	4	0	0	51	51	по-моему	4	ADV
3001	0	0	2	0	0	0	0	0	0	0	2	2	бином	2	NOUN
3002	0	0	2	0	0	0	0	2	0	0	14	14	восхищаться	4	VERB
3003	0	0	6	0	0	0	0	6	4	0	37	37	лезть	16	VERB
3004	2	2	0	0	0	0	0	0	0	0	16	16	являть	4	VERB
3005	0	0	2	0	0	0	0	0	0	0	2	2	экспонировать	2	VERB
3006	0	0	2	0	0	0	0	0	0	0	11	11	атеистический	2	ADJ
3007	0	0	2	0	0	0	0	0	0	0	2	2	сговариваться	2	VERB
3008	0	0	0	0	0	0	0	6	0	0	112	112	вероятно	6	ADV
3009	0	0	2	0	0	0	0	0	0	0	53	53	преступный	2	ADJ
3010	0	0	4	0	0	0	0	0	2	0	18	18	вытащить	6	VERB
3011	0	0	2	0	0	0	0	0	0	0	16	16	завершаться	2	VERB
3012	0	0	2	0	0	0	0	0	0	0	8	8	завезти	2	VERB
3013	2	0	2	0	0	0	0	2	0	0	22	22	истечь	6	VERB
3014	0	0	0	0	0	0	0	4	0	0	25	25	выехать	4	VERB
